RedemptionID,CustomerID,UsedCouponID,DiscountAmount,RedemptionDate
REDDEDXXID8646,CUSTIDXX-59362,9431475X,82,2020-08-21
REDDEDXXID8647,CUSTIDXX-4597,X5NC731I,81,2023-06-07
REDDEDXXID8648,CUSTIDXX-65289,24PX9U42,199,2023-12-18
REDDEDXXID8649,CUSTIDXX-16425,791DUP7P,29,2023-05-19
REDDEDXXID8650,CUSTIDXX-10775,X5U5CCUP,165,2020-01-24
REDDEDXXID8651,CUSTIDXX-79730,DX1DC8D4,95,2023-05-04
REDDEDXXID8652,CUSTIDXX-66471,8296481X,181,2023-06-14
REDDEDXXID8653,CUSTIDXX-17876,DC9D988I,187,2019-12-08
REDDEDXXID8654,CUSTIDXX-44,6IX9X6II,121,2020-09-23
REDDEDXXID8655,CUSTIDXX-86404,DNPC47D6,137,2021-08-05
REDDEDXXID8656,CUSTIDXX-73830,NI9835X8,193,2021-05-09
REDDEDXXID8657,CUSTIDXX-1804,X8153340,13,2021-07-30
REDDEDXXID8658,CUSTIDXX-77443,2735XN7N,49,2019-02-17
REDDEDXXID8659,CUSTIDXX-82056,2X6PD8I5,97,2022-06-09
REDDEDXXID8660,CUSTIDXX-3109,25X0DD86,113,2021-07-27
REDDEDXXID8661,CUSTIDXX-10602,C6N082NX,44,2023-05-14
REDDEDXXID8662,CUSTIDXX-47315,6I4XI4CX,65,2023-02-01
REDDEDXXID8663,CUSTIDXX-72492,D37D0P0N,22,2022-04-01
REDDEDXXID8664,CUSTIDXX-54192,P00D414I,67,2020-12-29
REDDEDXXID8665,CUSTIDXX-16075,53D3UX78,180,2018-11-09
REDDEDXXID8666,CUSTIDXX-69444,U85239NU,76,2022-04-27
REDDEDXXID8667,CUSTIDXX-53317,0614X052,63,2020-11-16
REDDEDXXID8668,CUSTIDXX-16946,N98X0X79,76,2023-08-01
REDDEDXXID8669,CUSTIDXX-90458,I552XDI1,174,2020-09-28
REDDEDXXID8670,CUSTIDXX-42745,5DD01PXX,40,2022-01-05
REDDEDXXID8671,CUSTIDXX-55254,8CXN8182,144,2018-07-28
REDDEDXXID8672,CUSTIDXX-75000,5X540U60,194,2018-06-01
REDDEDXXID8673,CUSTIDXX-17542,2I86070P,42,2019-02-24
REDDEDXXID8674,CUSTIDXX-55940,2U8UX20U,143,2019-06-29
REDDEDXXID8675,CUSTIDXX-93919,928DPXIX,28,2022-03-21
REDDEDXXID8676,CUSTIDXX-9049,33D47D65,91,2021-10-29
REDDEDXXID8677,CUSTIDXX-80774,D1D4X27N,185,2020-02-18
REDDEDXXID8678,CUSTIDXX-91245,4NPU3447,52,2022-03-02
REDDEDXXID8679,CUSTIDXX-14267,6UIN0IP1,162,2023-04-18
REDDEDXXID8680,CUSTIDXX-47359,PCCI3871,120,2021-11-06
REDDEDXXID8681,CUSTIDXX-7892,14PX3CD0,155,2018-11-19
REDDEDXXID8682,CUSTIDXX-31099,5D4U47C1,84,2021-12-04
REDDEDXXID8683,CUSTIDXX-18384,X8X7XXDC,61,2023-10-20
REDDEDXXID8684,CUSTIDXX-61850,8XXU5X9U,74,2024-02-06
REDDEDXXID8685,CUSTIDXX-16992,5325U58I,9,2021-10-24
REDDEDXXID8686,CUSTIDXX-87915,X4NDX2U5,197,2021-08-29
REDDEDXXID8687,CUSTIDXX-96620,UC7PD3U9,128,2020-09-04
REDDEDXXID8688,CUSTIDXX-59288,8149XI03,56,2019-10-31
REDDEDXXID8689,CUSTIDXX-88318,49I4PXI6,178,2023-03-17
REDDEDXXID8690,CUSTIDXX-53046,561XI747,169,2021-06-09
REDDEDXXID8691,CUSTIDXX-47118,PXD36X17,163,2021-04-17
REDDEDXXID8692,CUSTIDXX-82948,13D733N5,104,2022-07-03
REDDEDXXID8693,CUSTIDXX-55163,27D0U6C5,52,2022-07-07
REDDEDXXID8694,CUSTIDXX-975,03P79I13,8,2021-10-21
REDDEDXXID8695,CUSTIDXX-57669,I15IC353,28,2020-10-04
REDDEDXXID8696,CUSTIDXX-91931,5I5NUIP2,141,2022-10-14
REDDEDXXID8697,CUSTIDXX-16892,6UXNIDC6,162,2021-06-19
REDDEDXXID8698,CUSTIDXX-5885,UI60U954,149,2024-01-14
REDDEDXXID8699,CUSTIDXX-11170,P1D50NX7,77,2023-05-27
REDDEDXXID8700,CUSTIDXX-48873,8317P378,170,2018-07-20
REDDEDXXID8701,CUSTIDXX-73434,2UX59767,46,2022-10-31
REDDEDXXID8702,CUSTIDXX-77540,74PX7566,33,2019-12-23
REDDEDXXID8703,CUSTIDXX-5211,NC8UI5DI,12,2023-07-13
REDDEDXXID8704,CUSTIDXX-16025,UCC3UCX5,155,2022-06-06
REDDEDXXID8705,CUSTIDXX-12423,207X1019,145,2022-10-05
REDDEDXXID8706,CUSTIDXX-3915,X6XP76C8,177,2022-09-20
REDDEDXXID8707,CUSTIDXX-11186,P8XN18CX,130,2023-07-16
REDDEDXXID8708,CUSTIDXX-84373,XX56183I,41,2019-09-04
REDDEDXXID8709,CUSTIDXX-47531,P29278X8,72,2021-06-05
REDDEDXXID8710,CUSTIDXX-5330,XU830PC3,16,2022-04-04
REDDEDXXID8711,CUSTIDXX-56415,4X21DXXP,129,2020-06-16
REDDEDXXID8712,CUSTIDXX-49963,XXNCX7D2,90,2019-11-30
REDDEDXXID8713,CUSTIDXX-81081,61I109XC,182,2020-09-15
REDDEDXXID8714,CUSTIDXX-31940,52XICP5X,10,2021-02-15
REDDEDXXID8715,CUSTIDXX-5624,0CXUXX5N,198,2020-11-23
REDDEDXXID8716,CUSTIDXX-91273,46P17X3U,9,2019-09-04
REDDEDXXID8717,CUSTIDXX-20181,NX90N9X6,149,2019-03-21
REDDEDXXID8718,CUSTIDXX-73833,03X0P989,194,2022-01-02
REDDEDXXID8719,CUSTIDXX-91701,D46138P4,8,2020-06-06
REDDEDXXID8720,CUSTIDXX-51176,83DINIPC,127,2021-04-14
REDDEDXXID8721,CUSTIDXX-83556,44839X5X,125,2018-10-25
REDDEDXXID8722,CUSTIDXX-84797,PI0XP349,47,2019-03-06
REDDEDXXID8723,CUSTIDXX-43372,D0X9C537,13,2023-06-12
REDDEDXXID8724,CUSTIDXX-97037,3UIX609I,59,2021-05-27
REDDEDXXID8725,CUSTIDXX-56808,5592P8CD,142,2019-10-16
REDDEDXXID8726,CUSTIDXX-65759,6418721C,144,2022-01-06
REDDEDXXID8727,CUSTIDXX-14557,P4XX541X,131,2023-02-21
REDDEDXXID8728,CUSTIDXX-90275,I7PUX1N5,154,2019-10-22
REDDEDXXID8729,CUSTIDXX-87722,4C44XDD5,60,2024-01-31
REDDEDXXID8730,CUSTIDXX-51007,C048P2N8,180,2019-08-19
REDDEDXXID8731,CUSTIDXX-2653,PI730U46,95,2023-10-29
REDDEDXXID8732,CUSTIDXX-71975,83U189X6,126,2019-11-10
REDDEDXXID8733,CUSTIDXX-63062,6PDNUP37,124,2022-05-04
REDDEDXXID8734,CUSTIDXX-74813,DX047D6C,145,2023-08-30
REDDEDXXID8735,CUSTIDXX-21328,X254D2UD,76,2018-07-11
REDDEDXXID8736,CUSTIDXX-66010,284761X5,55,2021-02-03
REDDEDXXID8737,CUSTIDXX-38821,X2D2X9P3,157,2022-07-22
REDDEDXXID8738,CUSTIDXX-72802,7U27X4P5,101,2023-04-09
REDDEDXXID8739,CUSTIDXX-51030,NX1U5P9P,125,2021-06-17
REDDEDXXID8740,CUSTIDXX-42982,27UX9UN4,164,2020-11-06
REDDEDXXID8741,CUSTIDXX-31410,C62DCX41,137,2022-11-20
REDDEDXXID8742,CUSTIDXX-83332,65X10264,97,2020-11-19
REDDEDXXID8743,CUSTIDXX-95340,0I03XD06,141,2018-05-28
REDDEDXXID8744,CUSTIDXX-25069,6P7P8X6X,86,2023-04-15
REDDEDXXID8745,CUSTIDXX-13419,1CXC3CX4,190,2020-12-11
REDDEDXXID8746,CUSTIDXX-35215,DNN16835,121,2022-04-24
REDDEDXXID8747,CUSTIDXX-7972,71CU2264,10,2019-04-19
REDDEDXXID8748,CUSTIDXX-74408,7712XIXX,64,2020-02-12
REDDEDXXID8749,CUSTIDXX-80972,U6XX00XC,100,2020-12-16
REDDEDXXID8750,CUSTIDXX-92287,9I5N001X,175,2020-07-21
REDDEDXXID8751,CUSTIDXX-23115,N3827667,81,2022-10-05
REDDEDXXID8752,CUSTIDXX-82235,6I508DN0,123,2020-01-26
REDDEDXXID8753,CUSTIDXX-29764,XX346IXP,157,2020-09-10
REDDEDXXID8754,CUSTIDXX-56855,12XXNNXU,156,2019-11-24
REDDEDXXID8755,CUSTIDXX-6934,C8X474I9,98,2021-02-26
REDDEDXXID8756,CUSTIDXX-45605,6CX59P92,124,2020-07-07
REDDEDXXID8757,CUSTIDXX-6363,U95X476D,137,2020-04-20
REDDEDXXID8758,CUSTIDXX-87048,ID245023,60,2020-04-07
REDDEDXXID8759,CUSTIDXX-68307,5D902XI2,146,2020-02-01
REDDEDXXID8760,CUSTIDXX-73634,DX9D96X8,114,2018-06-25
REDDEDXXID8761,CUSTIDXX-30765,X0X8XC3X,63,2019-05-09
REDDEDXXID8762,CUSTIDXX-78183,DCC52DI1,45,2023-11-16
REDDEDXXID8763,CUSTIDXX-36211,0C4C9DXD,55,2023-04-07
REDDEDXXID8764,CUSTIDXX-14092,5IUU009X,169,2021-07-01
REDDEDXXID8765,CUSTIDXX-19414,NP9844X7,104,2020-02-01
REDDEDXXID8766,CUSTIDXX-80927,6220XCU1,85,2021-11-02
REDDEDXXID8767,CUSTIDXX-95963,84I09D8X,7,2021-10-15
REDDEDXXID8768,CUSTIDXX-54556,U2529837,93,2023-06-17
REDDEDXXID8769,CUSTIDXX-31963,UUXU9X48,43,2023-02-27
REDDEDXXID8770,CUSTIDXX-48422,XUI4U1I9,132,2019-05-19
REDDEDXXID8771,CUSTIDXX-66874,5D474712,89,2020-07-13
REDDEDXXID8772,CUSTIDXX-46088,7IX0144P,31,2020-01-21
REDDEDXXID8773,CUSTIDXX-56782,IC4D6CU9,42,2020-01-15
REDDEDXXID8774,CUSTIDXX-32700,U85X8UX7,145,2024-02-10
REDDEDXXID8775,CUSTIDXX-1866,6XXUDUX0,130,2018-04-22
REDDEDXXID8776,CUSTIDXX-47442,3P2XXX57,63,2020-11-25
REDDEDXXID8777,CUSTIDXX-91941,81PX4204,197,2020-07-18
REDDEDXXID8778,CUSTIDXX-90918,277X7DCU,39,2023-05-11
REDDEDXXID8779,CUSTIDXX-58772,D106I37I,141,2022-05-27
REDDEDXXID8780,CUSTIDXX-50967,1U053P42,170,2019-07-25
REDDEDXXID8781,CUSTIDXX-53466,888NN2X6,16,2023-06-13
REDDEDXXID8782,CUSTIDXX-66061,1987212N,18,2023-09-03
REDDEDXXID8783,CUSTIDXX-17355,8NI3C14D,69,2022-11-20
REDDEDXXID8784,CUSTIDXX-98022,N6DXX633,90,2023-06-08
REDDEDXXID8785,CUSTIDXX-21886,2CXNI1I3,117,2021-06-03
REDDEDXXID8786,CUSTIDXX-54277,9P9X5070,118,2022-11-19
REDDEDXXID8787,CUSTIDXX-59613,CPPU06CX,63,2020-01-20
REDDEDXXID8788,CUSTIDXX-26434,X5CC2IC5,174,2020-03-17
REDDEDXXID8789,CUSTIDXX-99700,86P79CX5,134,2022-09-18
REDDEDXXID8790,CUSTIDXX-7747,8C19094N,126,2018-05-01
REDDEDXXID8791,CUSTIDXX-47027,X83C5N82,30,2023-12-14
REDDEDXXID8792,CUSTIDXX-50825,63CU26PP,100,2018-11-29
REDDEDXXID8793,CUSTIDXX-49316,7PN120XX,74,2019-05-29
REDDEDXXID8794,CUSTIDXX-12127,00932X82,39,2023-12-26
REDDEDXXID8795,CUSTIDXX-69773,11448XCD,31,2019-01-19
REDDEDXXID8796,CUSTIDXX-10825,5IUC7P0N,100,2020-02-05
REDDEDXXID8797,CUSTIDXX-92886,4X6077XX,119,2023-03-05
REDDEDXXID8798,CUSTIDXX-22439,0919C883,25,2020-03-15
REDDEDXXID8799,CUSTIDXX-92913,85661XNX,157,2021-04-13
REDDEDXXID8800,CUSTIDXX-6679,5UIXINDC,63,2021-07-03
REDDEDXXID8801,CUSTIDXX-64602,308XUC89,109,2019-08-05
REDDEDXXID8802,CUSTIDXX-44809,NIXUDX59,198,2020-10-17
REDDEDXXID8803,CUSTIDXX-2428,I6X489PI,20,2021-12-28
REDDEDXXID8804,CUSTIDXX-56769,8XD3376C,27,2020-04-19
REDDEDXXID8805,CUSTIDXX-61135,I2XUPX84,187,2022-01-03
REDDEDXXID8806,CUSTIDXX-71194,U30D5938,78,2019-10-06
REDDEDXXID8807,CUSTIDXX-62951,986D3I94,169,2020-10-30
REDDEDXXID8808,CUSTIDXX-74116,47794025,122,2018-08-17
REDDEDXXID8809,CUSTIDXX-38406,C0CXU637,65,2022-12-22
REDDEDXXID8810,CUSTIDXX-30753,9804439U,128,2022-07-05
REDDEDXXID8811,CUSTIDXX-37038,XIX493IU,111,2022-11-12
REDDEDXXID8812,CUSTIDXX-59856,4XP3C1C4,124,2020-10-18
REDDEDXXID8813,CUSTIDXX-38232,64C6XCD0,78,2020-08-16
REDDEDXXID8814,CUSTIDXX-69330,IXXN658I,181,2020-10-19
REDDEDXXID8815,CUSTIDXX-63006,U9PCNDX6,161,2018-12-29
REDDEDXXID8816,CUSTIDXX-14307,172D2N97,90,2019-08-15
REDDEDXXID8817,CUSTIDXX-15305,61856C76,148,2023-01-10
REDDEDXXID8818,CUSTIDXX-27105,8018N16C,67,2019-03-04
REDDEDXXID8819,CUSTIDXX-49713,NU15929U,13,2020-05-04
REDDEDXXID8820,CUSTIDXX-74725,D8D8P4PX,29,2022-11-01
REDDEDXXID8821,CUSTIDXX-88516,4PN37118,17,2019-12-28
REDDEDXXID8822,CUSTIDXX-37254,X0U11664,161,2018-04-04
REDDEDXXID8823,CUSTIDXX-11511,851D296U,26,2019-07-15
REDDEDXXID8824,CUSTIDXX-54624,IN1DINU3,81,2018-08-30
REDDEDXXID8825,CUSTIDXX-2281,1DP69U8I,34,2021-08-23
REDDEDXXID8826,CUSTIDXX-90633,U33X9D77,53,2019-07-06
REDDEDXXID8827,CUSTIDXX-60561,C4DUXD48,135,2021-02-24
REDDEDXXID8828,CUSTIDXX-25394,49DI8547,139,2020-11-13
REDDEDXXID8829,CUSTIDXX-52625,XC7ICP5U,50,2018-10-14
REDDEDXXID8830,CUSTIDXX-47297,4UX4UD9X,110,2018-11-25
REDDEDXXID8831,CUSTIDXX-6681,U2P365P6,106,2022-10-09
REDDEDXXID8832,CUSTIDXX-67341,7N5117X9,131,2020-08-06
REDDEDXXID8833,CUSTIDXX-49829,I4N9966X,82,2023-01-02
REDDEDXXID8834,CUSTIDXX-2806,959NXUXN,61,2022-04-28
REDDEDXXID8835,CUSTIDXX-53266,X28P99C8,75,2019-07-07
REDDEDXXID8836,CUSTIDXX-23315,2X42I24N,138,2022-03-19
REDDEDXXID8837,CUSTIDXX-31894,6C93CCII,93,2024-01-31
REDDEDXXID8838,CUSTIDXX-95729,X7167P7C,109,2023-08-20
REDDEDXXID8839,CUSTIDXX-87235,054DI05I,182,2020-12-07
REDDEDXXID8840,CUSTIDXX-83755,NU76921N,27,2023-02-01
REDDEDXXID8841,CUSTIDXX-15935,I619XXU2,25,2023-05-10
REDDEDXXID8842,CUSTIDXX-12395,876I5X0D,141,2022-01-05
REDDEDXXID8843,CUSTIDXX-93094,DDIXXX79,50,2021-06-14
REDDEDXXID8844,CUSTIDXX-94752,CXPI6781,162,2020-04-13
REDDEDXXID8845,CUSTIDXX-11298,52PXP465,108,2021-09-23
REDDEDXXID8846,CUSTIDXX-81322,X6U99I56,110,2020-03-02
REDDEDXXID8847,CUSTIDXX-20361,3X176I8D,57,2024-02-13
REDDEDXXID8848,CUSTIDXX-40711,81572X01,172,2021-03-24
REDDEDXXID8849,CUSTIDXX-98558,5D4UD21X,85,2018-06-19
REDDEDXXID8850,CUSTIDXX-68699,XID4P44I,12,2021-01-04
REDDEDXXID8851,CUSTIDXX-79584,0XXX313X,190,2019-04-23
REDDEDXXID8852,CUSTIDXX-48105,76N9PX46,74,2022-07-04
REDDEDXXID8853,CUSTIDXX-26954,6X4937U0,23,2020-08-11
REDDEDXXID8854,CUSTIDXX-35666,IN0X1P07,172,2018-11-19
REDDEDXXID8855,CUSTIDXX-99759,3ND28465,177,2020-09-22
REDDEDXXID8856,CUSTIDXX-55488,1ND19D90,24,2022-10-20
REDDEDXXID8857,CUSTIDXX-39782,360IN2D6,95,2023-08-31
REDDEDXXID8858,CUSTIDXX-8146,8CX8CNPU,7,2019-07-22
REDDEDXXID8859,CUSTIDXX-40652,8CU0C809,54,2022-11-08
REDDEDXXID8860,CUSTIDXX-53858,8XP80798,144,2021-09-12
REDDEDXXID8861,CUSTIDXX-99456,1XUC8237,118,2018-08-21
REDDEDXXID8862,CUSTIDXX-31953,XPC3P328,134,2024-02-26
REDDEDXXID8863,CUSTIDXX-3870,70I0C655,118,2021-07-03
REDDEDXXID8864,CUSTIDXX-77932,UXC8UNNP,97,2021-03-13
REDDEDXXID8865,CUSTIDXX-58393,X2801034,18,2020-07-27
REDDEDXXID8866,CUSTIDXX-76279,D2999NPX,182,2023-09-25
REDDEDXXID8867,CUSTIDXX-33851,9D9X2409,103,2018-08-21
REDDEDXXID8868,CUSTIDXX-88148,XD6087N7,62,2021-08-26
REDDEDXXID8869,CUSTIDXX-84126,C38U88P9,128,2019-03-30
REDDEDXXID8870,CUSTIDXX-87827,C07U15X3,36,2019-08-17
REDDEDXXID8871,CUSTIDXX-83721,D5IUNX8P,6,2019-06-28
REDDEDXXID8872,CUSTIDXX-72197,DU226123,114,2020-12-11
REDDEDXXID8873,CUSTIDXX-15659,119X0CD3,176,2019-04-13
REDDEDXXID8874,CUSTIDXX-15728,6P41XX3X,16,2019-06-21
REDDEDXXID8875,CUSTIDXX-30550,72176XD7,49,2022-08-26
REDDEDXXID8876,CUSTIDXX-68652,674144XP,145,2021-04-29
REDDEDXXID8877,CUSTIDXX-5242,X37I45XC,154,2019-01-01
REDDEDXXID8878,CUSTIDXX-9291,508336XC,129,2022-05-20
REDDEDXXID8879,CUSTIDXX-6540,552C5I09,192,2023-05-01
REDDEDXXID8880,CUSTIDXX-28727,X9869X34,133,2021-12-09
REDDEDXXID8881,CUSTIDXX-88578,51UUIC5C,191,2023-07-02
REDDEDXXID8882,CUSTIDXX-36427,7NUNU855,28,2022-03-02
REDDEDXXID8883,CUSTIDXX-82352,X5U1XUC5,7,2022-03-08
REDDEDXXID8884,CUSTIDXX-84911,7P63X2CX,162,2021-07-31
REDDEDXXID8885,CUSTIDXX-79233,DX63DIC6,197,2021-06-09
REDDEDXXID8886,CUSTIDXX-94624,I5N55C9X,146,2019-03-02
REDDEDXXID8887,CUSTIDXX-23073,61DX0P0U,60,2018-04-16
REDDEDXXID8888,CUSTIDXX-22964,4217253X,147,2021-06-26
REDDEDXXID8889,CUSTIDXX-48657,I3X72U5I,182,2019-03-10
REDDEDXXID8890,CUSTIDXX-94920,9UX43U33,154,2020-12-08
REDDEDXXID8891,CUSTIDXX-33807,N7PP4470,130,2018-11-27
REDDEDXXID8892,CUSTIDXX-71451,13I603IC,95,2020-10-24
REDDEDXXID8893,CUSTIDXX-3935,PUXXP673,79,2021-02-20
REDDEDXXID8894,CUSTIDXX-13244,PCI2ID7D,125,2019-10-15
REDDEDXXID8895,CUSTIDXX-8640,4712CND1,102,2021-09-06
REDDEDXXID8896,CUSTIDXX-36763,3D9DUD42,188,2020-03-02
REDDEDXXID8897,CUSTIDXX-58687,0X70359C,132,2019-03-02
REDDEDXXID8898,CUSTIDXX-50482,X1DNPIX8,154,2022-12-05
REDDEDXXID8899,CUSTIDXX-94478,XXUXP5P0,9,2023-05-18
REDDEDXXID8900,CUSTIDXX-92467,26X899N7,184,2019-09-20
REDDEDXXID8901,CUSTIDXX-97076,83DXX6D3,99,2018-11-14
REDDEDXXID8902,CUSTIDXX-50576,3422DX3P,49,2020-03-29
REDDEDXXID8903,CUSTIDXX-48515,N2NNPX67,120,2020-01-01
REDDEDXXID8904,CUSTIDXX-75357,5N689317,45,2019-10-01
REDDEDXXID8905,CUSTIDXX-6305,DU079UXC,66,2020-04-11
REDDEDXXID8906,CUSTIDXX-26951,PCIX6D0C,36,2021-12-12
REDDEDXXID8907,CUSTIDXX-98649,7253IP2X,27,2018-06-11
REDDEDXXID8908,CUSTIDXX-80162,86CC6NNX,145,2022-09-16
REDDEDXXID8909,CUSTIDXX-96432,42DXU3NX,125,2018-04-16
REDDEDXXID8910,CUSTIDXX-3405,6NXXI71C,120,2021-12-06
REDDEDXXID8911,CUSTIDXX-75550,05P16UXN,15,2022-01-01
REDDEDXXID8912,CUSTIDXX-43703,UXD1X6U9,157,2021-02-10
REDDEDXXID8913,CUSTIDXX-67173,69INP8I4,22,2018-12-11
REDDEDXXID8914,CUSTIDXX-7037,75451284,181,2021-03-22
REDDEDXXID8915,CUSTIDXX-3279,50CXP4PD,109,2021-09-02
REDDEDXXID8916,CUSTIDXX-73797,84I744X5,98,2021-02-03
REDDEDXXID8917,CUSTIDXX-79371,57234N40,98,2018-08-11
REDDEDXXID8918,CUSTIDXX-3669,D397U465,160,2022-01-16
REDDEDXXID8919,CUSTIDXX-61083,47P9DX3X,75,2022-07-16
REDDEDXXID8920,CUSTIDXX-43853,P67553D1,175,2018-08-24
REDDEDXXID8921,CUSTIDXX-22608,DC4CP304,47,2023-02-09
REDDEDXXID8922,CUSTIDXX-24311,695PP82D,46,2021-05-07
REDDEDXXID8923,CUSTIDXX-16965,4115D96X,99,2022-01-12
REDDEDXXID8924,CUSTIDXX-32871,D4P01N31,155,2024-03-10
REDDEDXXID8925,CUSTIDXX-27724,3U4NN6U2,89,2022-07-02
REDDEDXXID8926,CUSTIDXX-28710,U33PN748,198,2018-12-05
REDDEDXXID8927,CUSTIDXX-44538,X647IXDC,9,2019-12-31
REDDEDXXID8928,CUSTIDXX-7947,XIX95X6X,169,2021-02-11
REDDEDXXID8929,CUSTIDXX-34474,C75I92P4,106,2023-01-08
REDDEDXXID8930,CUSTIDXX-37720,IU4CICPN,171,2024-03-02
REDDEDXXID8931,CUSTIDXX-80632,P7C1IUI0,100,2020-08-06
REDDEDXXID8932,CUSTIDXX-79477,D38I9X0I,26,2019-05-10
REDDEDXXID8933,CUSTIDXX-30712,PP4U3122,120,2022-02-14
REDDEDXXID8934,CUSTIDXX-27764,N5X63X1P,68,2023-09-26
REDDEDXXID8935,CUSTIDXX-79748,54656C61,160,2020-08-09
REDDEDXXID8936,CUSTIDXX-78604,8C13CXU7,111,2020-06-21
REDDEDXXID8937,CUSTIDXX-82954,UX8U3I6U,112,2019-12-25
REDDEDXXID8938,CUSTIDXX-44846,N80N4P1I,109,2019-10-24
REDDEDXXID8939,CUSTIDXX-58637,DU3U842N,54,2019-12-23
REDDEDXXID8940,CUSTIDXX-55854,IN42I819,81,2021-09-27
REDDEDXXID8941,CUSTIDXX-25777,94C2P613,89,2022-01-01
REDDEDXXID8942,CUSTIDXX-83092,CX473398,157,2020-03-15
REDDEDXXID8943,CUSTIDXX-71174,841057XP,55,2023-08-09
REDDEDXXID8944,CUSTIDXX-75527,I9IU37P1,50,2018-12-31
REDDEDXXID8945,CUSTIDXX-58725,5C9DN491,43,2021-02-03
REDDEDXXID8946,CUSTIDXX-42691,50PPX320,95,2022-10-20
REDDEDXXID8947,CUSTIDXX-94650,X304U3D5,117,2023-02-25
REDDEDXXID8948,CUSTIDXX-92590,IXI2C36P,7,2018-10-19
REDDEDXXID8949,CUSTIDXX-33877,264XXX6P,184,2019-01-10
REDDEDXXID8950,CUSTIDXX-73403,6X2C5X93,30,2019-05-27
REDDEDXXID8951,CUSTIDXX-69956,D7DX4X4N,79,2019-01-30
REDDEDXXID8952,CUSTIDXX-88402,I657803X,55,2019-07-12
REDDEDXXID8953,CUSTIDXX-8614,7IX381IU,180,2023-08-06
REDDEDXXID8954,CUSTIDXX-36812,IX5N58NX,147,2022-11-01
REDDEDXXID8955,CUSTIDXX-12466,5IUX09P3,13,2023-09-03
REDDEDXXID8956,CUSTIDXX-29351,034P63XC,26,2019-11-15
REDDEDXXID8957,CUSTIDXX-78978,8456X59I,19,2019-07-23
REDDEDXXID8958,CUSTIDXX-34399,4XD342X3,186,2023-05-06
REDDEDXXID8959,CUSTIDXX-6742,PU51234N,8,2023-09-05
REDDEDXXID8960,CUSTIDXX-64251,816XIU9I,125,2019-12-27
REDDEDXXID8961,CUSTIDXX-10798,85336D25,142,2020-09-05
REDDEDXXID8962,CUSTIDXX-67723,7P8915U7,88,2022-08-19
REDDEDXXID8963,CUSTIDXX-64982,935PDNX4,142,2021-01-04
REDDEDXXID8964,CUSTIDXX-40590,7U2II8CI,176,2018-09-09
REDDEDXXID8965,CUSTIDXX-4583,028XX3X3,199,2018-12-13
REDDEDXXID8966,CUSTIDXX-33243,N05XUD89,92,2022-12-15
REDDEDXXID8967,CUSTIDXX-71,N4697841,109,2022-06-24
REDDEDXXID8968,CUSTIDXX-53265,0N9313I5,25,2019-02-11
REDDEDXXID8969,CUSTIDXX-12871,0426NUN0,71,2024-03-06
REDDEDXXID8970,CUSTIDXX-77383,6DCI94CC,15,2023-08-04
REDDEDXXID8971,CUSTIDXX-10255,IX7X006D,141,2022-05-29
REDDEDXXID8972,CUSTIDXX-54635,CC17U47C,108,2019-11-15
REDDEDXXID8973,CUSTIDXX-89540,1DIX1U4X,185,2019-01-11
REDDEDXXID8974,CUSTIDXX-18548,5X2P4X16,99,2022-11-10
REDDEDXXID8975,CUSTIDXX-47424,PC8D3967,98,2019-11-25
REDDEDXXID8976,CUSTIDXX-44852,XI869PXU,20,2021-01-17
REDDEDXXID8977,CUSTIDXX-43009,X5DX363X,14,2021-09-06
REDDEDXXID8978,CUSTIDXX-25778,22P4XXNP,23,2022-07-26
REDDEDXXID8979,CUSTIDXX-73993,0PC91171,184,2018-07-20
REDDEDXXID8980,CUSTIDXX-96433,96U6897X,86,2024-01-13
REDDEDXXID8981,CUSTIDXX-69933,PC71XDN5,89,2024-01-04
REDDEDXXID8982,CUSTIDXX-71440,D3N97I6D,91,2023-04-17
REDDEDXXID8983,CUSTIDXX-66559,969XD629,148,2020-02-17
REDDEDXXID8984,CUSTIDXX-30293,7X745C33,116,2020-12-30
REDDEDXXID8985,CUSTIDXX-37961,C8NN2026,44,2019-02-02
REDDEDXXID8986,CUSTIDXX-24638,6N782U7C,93,2019-06-14
REDDEDXXID8987,CUSTIDXX-66979,716361IX,153,2019-08-31
REDDEDXXID8988,CUSTIDXX-96957,6X399X6N,105,2019-05-26
REDDEDXXID8989,CUSTIDXX-69064,28360CX4,123,2021-08-29
REDDEDXXID8990,CUSTIDXX-25442,CIC4IX3I,44,2020-07-09
REDDEDXXID8991,CUSTIDXX-52050,N6II04IN,38,2022-09-30
REDDEDXXID8992,CUSTIDXX-86904,1UI5X76C,36,2019-04-30
REDDEDXXID8993,CUSTIDXX-26309,CP078P48,178,2021-01-24
REDDEDXXID8994,CUSTIDXX-48329,6399866C,118,2020-06-02
REDDEDXXID8995,CUSTIDXX-60880,X8NXC0I8,130,2023-07-02
REDDEDXXID8996,CUSTIDXX-31706,U20D30X6,170,2020-08-05
REDDEDXXID8997,CUSTIDXX-31396,1C2DIC1P,137,2021-11-26
REDDEDXXID8998,CUSTIDXX-16322,41269DP5,5,2018-08-03
REDDEDXXID8999,CUSTIDXX-82782,3C81302D,10,2018-08-23
REDDEDXXID9000,CUSTIDXX-81421,327993DP,7,2019-07-03
REDDEDXXID9001,CUSTIDXX-51623,92572DCP,148,2019-12-01
REDDEDXXID9002,CUSTIDXX-28837,3U01U176,41,2021-07-20
